Company,TypeName,Ram,Weight,Price,Ips_Panel,Touchscreen,Cpu_Brand,Hdd,Ssd,Gpu_Brand,Operating_System,Ppi
Dell,Gaming,16,4.42,152859.7872,1,0,Intel Core i7,1024,256,Nvidia,Windows,282.42399616439724
Acer,Notebook,4,2.1,31914.72,0,0,Intel Core i5,0,256,Intel,Windows,100.45466986113651
Lenovo,Gaming,8,2.5,55837.44,1,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Dell,Ultrabook,16,1.18,99047.52,0,0,Intel Core i7,0,256,Intel,Windows,176.23257360658386
Google,Ultrabook,8,1.1,83063.52,0,1,Intel Core i5,0,256,Intel,Other OS / No OS,234.50740003017813
Asus,Ultrabook,8,1.2,60153.12,1,0,Intel Core i5,0,256,Intel,Windows,276.053530085501
Dell,Notebook,4,1.65,45234.72,0,0,Intel Core i3,500,0,Intel,Windows,117.82653006268643
Acer,Notebook,4,1.6,34898.4,0,0,Intel Core i5,0,128,Intel,Windows,117.82653006268643
Asus,Notebook,4,2.8,25059.715199999995,0,0,Other Intel Processor,1024,0,Nvidia,Windows,90.58340172449303
Dell,Gaming,16,2.72,58554.72,1,1,Intel Core i7,1024,128,Nvidia,Windows,282.42399616439724
Samsung,Ultrabook,8,1.31,85194.72,0,1,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Acer,Notebook,4,2.1,15877.44,0,0,Other Intel Processor,1024,0,Intel,Other OS / No OS,100.45466986113651
Dell,Notebook,16,2.3,62938.0656,0,0,Intel Core i7,0,256,AMD,Windows,141.21199808219862
Samsung,2 in 1 Convertible,16,1.71,95850.72,0,1,Intel Core i7,0,256,AMD,Windows,146.86047800548656
Toshiba,Notebook,4,1.75,54345.6,1,0,Intel Core i5,0,128,Intel,Windows,111.93520355955211
Dell,Gaming,8,2.62,58554.72,0,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
HP,Ultrabook,4,1.26,66280.31999999999,0,0,Intel Core i5,0,256,Intel,Windows,125.36742798669837
Asus,2 in 1 Convertible,12,2.3,44701.92,0,1,Intel Core i7,2048,0,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,16,2.5,126273.6,0,0,Intel Core i7,0,512,Nvidia,Windows,282.42399616439724
Acer,Notebook,4,1.8,33886.08,1,0,Intel Core i3,0,128,Intel,Windows,157.3505121487356
Razer,Gaming,16,1.95,154458.72,0,0,Intel Core i7,0,512,Nvidia,Windows,157.3505121487356
Asus,Notebook,8,2.0,31003.632,0,0,Other Intel Processor,0,128,Intel,Windows,141.21199808219862
Dell,Gaming,32,4.42,191211.264,1,0,Intel Core i7,1024,1024,Nvidia,Windows,127.33567457123111
Asus,Gaming,16,4.3,125208.0,1,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Toshiba,Ultrabook,16,1.47,93985.92,1,0,Intel Core i7,0,512,Nvidia,Windows,157.3505121487356
Lenovo,Notebook,8,2.2,17529.12,0,0,Other Intel Processor,1024,0,Intel,Other OS / No OS,100.45466986113651
Lenovo,Ultrabook,16,1.7,122490.72,0,0,Intel Core i7,0,512,Intel,Windows,157.3505121487356
MSI,Gaming,16,1.6,100752.48,1,0,Intel Core i7,1024,256,Nvidia,Windows,157.3505121487356
MSI,Gaming,8,2.2,58021.92,0,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
Lenovo,Gaming,4,2.4,53226.72,1,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
Acer,Gaming,16,4.2,122490.72,1,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Dell,Gaming,8,2.62,52480.8,0,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
Asus,Gaming,8,2.24,71341.92,0,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Vero,Notebook,4,1.22,10810.512,0,0,Other Intel Processor,0,0,Intel,Windows,157.3505121487356
Lenovo,2 in 1 Convertible,8,1.37,104961.6,1,1,Intel Core i7,0,512,Intel,Windows,165.6321180513006
Lenovo,2 in 1 Convertible,8,2.08,51095.52,0,1,Intel Core i5,0,256,AMD,Windows,141.21199808219862
Apple,Ultrabook,8,0.92,62071.2,1,0,Other Intel Processor,0,0,Intel,Mac,226.41554716935852
Lenovo,2 in 1 Convertible,8,1.42,124142.4,1,1,Intel Core i5,0,256,Intel,Windows,209.8006828649808
Asus,Notebook,4,1.63,15930.72,0,0,Other Intel Processor,0,0,Intel,Windows,111.93520355955211
Dell,Notebook,8,1.95,43156.8,0,0,Intel Core i5,0,128,Intel,Windows,100.45466986113651
Lenovo,2 in 1 Convertible,8,1.38,71874.72,1,1,Intel Core i7,0,256,Intel,Windows,158.48253022174808
Dell,Notebook,8,2.0,39373.92,0,0,Intel Core i3,0,256,AMD,Windows,141.21199808219862
HP,Workstation,8,3.14,110017.872,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Asus,Notebook,8,2.37,58554.72,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Dell,Ultrabook,8,1.29,79866.72,0,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Dell,Notebook,8,2.06,93186.72,0,1,Intel Core i5,0,256,Nvidia,Windows,282.42399616439724
Dell,Netbook,4,1.63,39640.32,0,0,Other Intel Processor,0,128,Intel,Windows,135.0942111925629
HP,Netbook,8,1.26,74005.92,0,0,Intel Core i5,0,256,Intel,Windows,125.36742798669837
Toshiba,Notebook,4,2.1,41558.4,0,0,Intel Core i5,500,0,Intel,Windows,100.45466986113651
HP,Notebook,8,2.04,33513.119999999995,0,0,AMD,2048,0,AMD,Windows,100.45466986113651
Dell,Gaming,16,2.62,89457.12,0,0,Intel Core i7,0,512,Nvidia,Windows,282.42399616439724
Lenovo,Notebook,4,2.4,32447.52,0,0,Intel Core i5,1024,0,Nvidia,Windows,141.21199808219862
HP,Gaming,12,3.74,93186.72,1,0,Intel Core i7,1024,0,AMD,Windows,127.33567457123111
MSI,Gaming,16,2.9,128671.2,0,0,Intel Core i7,1024,512,Nvidia,Windows,127.33567457123111
Samsung,Ultrabook,8,0.81,79866.72,0,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Dell,Notebook,8,1.98,51202.08,0,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,2.18,42081.0768,0,0,Intel Core i5,0,256,AMD,Windows,141.21199808219862
Lenovo,Ultrabook,8,1.32,99047.52,0,0,Intel Core i7,0,256,Intel,Windows,157.3505121487356
Razer,Ultrabook,16,1.29,95850.72,1,1,Intel Core i7,0,512,Intel,Windows,352.4651472131677
HP,Netbook,4,1.23,20512.8,0,0,Other Intel Processor,0,0,Intel,Other OS / No OS,135.0942111925629
Dell,Gaming,16,4.36,133467.4656,1,0,Intel Core i7,1024,128,Nvidia,Windows,127.33567457123111
Dell,Notebook,4,1.76,40226.4,0,0,Intel Core i5,500,0,Intel,Windows,111.93520355955211
Lenovo,Notebook,4,2.1,26101.872,0,0,Intel Core i3,500,0,Intel,Windows,100.45466986113651
Toshiba,Ultrabook,4,1.25,58075.2,0,0,Intel Core i5,0,128,Intel,Windows,111.93520355955211
Lenovo,Ultrabook,8,1.13,133146.72,1,0,Intel Core i7,0,512,Intel,Windows,157.3505121487356
MSI,Gaming,8,2.4,63882.72,0,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
Lenovo,Ultrabook,8,1.13,99900.0,1,0,Intel Core i5,0,0,Intel,Windows,157.3505121487356
Toshiba,Notebook,4,1.75,26586.72,0,0,Other Intel Processor,0,128,Intel,Windows,111.93520355955211
Asus,2 in 1 Convertible,8,1.1,72354.23999999999,0,1,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Dell,Notebook,4,1.76,31168.8,0,0,Intel Core i3,500,0,Intel,Windows,111.93520355955211
Acer,Netbook,4,1.35,18914.4,1,0,Other Intel Processor,0,0,Intel,Other OS / No OS,135.0942111925629
Acer,Notebook,8,1.5,32980.32,1,0,Intel Core i3,0,128,Intel,Windows,157.3505121487356
Razer,Gaming,32,3.49,292986.72,0,1,Intel Core i7,0,512,Nvidia,Windows,254.67134914246222
Lenovo,Ultrabook,16,1.1,111834.72,1,0,Intel Core i7,0,512,Intel,Windows,209.8006828649808
Asus,Notebook,4,2.1,27652.32,0,0,Intel Core i5,1024,0,Nvidia,Other OS / No OS,141.21199808219862
Lenovo,Notebook,8,1.7,63190.08,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Lenovo,Notebook,8,1.32,87912.0,1,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Dell,Gaming,16,3.21,147832.28639999998,0,0,Intel Core i7,1024,256,Nvidia,Windows,141.21199808219862
Asus,Gaming,16,2.9,128884.32,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Toshiba,Notebook,4,2.0,35644.32,0,0,Intel Core i3,500,0,Intel,Windows,100.45466986113651
Lenovo,Notebook,4,1.5,17316.0,0,0,Other Intel Processor,0,0,Intel,Other OS / No OS,111.93520355955211
Asus,Notebook,8,2.3,31435.2,0,0,Intel Core i5,128,0,Intel,Windows,141.21199808219862
Asus,Gaming,16,2.73,95850.72,0,0,Intel Core i7,1024,512,Nvidia,Windows,127.33567457123111
Dell,Gaming,32,4.42,163723.57919999998,1,0,Intel Core i7,1024,512,Nvidia,Windows,127.33567457123111
HP,Notebook,8,2.63,48484.8,0,0,Intel Core i5,1024,0,Nvidia,Windows,106.11306214269258
Dell,Notebook,8,2.18,38041.3872,0,0,Intel Core i5,0,128,Intel,Windows,100.45466986113651
HP,Ultrabook,8,1.54,99633.6,0,0,Intel Core i7,0,512,Intel,Windows,157.3505121487356
Dell,Notebook,4,2.18,39373.92,0,0,Intel Core i7,0,256,AMD,Windows,141.21199808219862
HP,2 in 1 Convertible,4,1.4,32767.2,0,1,Other Intel Processor,0,0,Intel,Other OS / No OS,135.0942111925629
Asus,Ultrabook,8,1.45,54665.28,1,0,Intel Core i5,0,512,Nvidia,Windows,165.6321180513006
HP,2 in 1 Convertible,8,1.28,121318.56,0,1,Intel Core i5,0,256,Intel,Windows,165.6321180513006
HP,Ultrabook,8,1.54,78215.04,0,0,Intel Core i7,0,512,Intel,Windows,157.3505121487356
HP,Notebook,4,1.86,15930.72,0,0,Other Intel Processor,0,128,Intel,Other OS / No OS,100.45466986113651
Asus,Gaming,16,2.1,101178.72,0,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,2.83,46087.2,0,0,Intel Core i7,1024,0,AMD,Other OS / No OS,127.33567457123111
Lenovo,Ultrabook,8,1.96,101391.84,1,0,Intel Core i7,0,256,Nvidia,Windows,157.3505121487356
Asus,Notebook,8,2.3,41931.36,1,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,1.9,50349.6,0,0,Intel Core i5,0,128,Intel,Windows,141.21199808219862
Asus,Notebook,4,2.0,23922.72,0,0,Other Intel Processor,1024,0,Intel,Windows,100.45466986113651
HP,2 in 1 Convertible,8,1.28,136343.52,0,1,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Dell,Notebook,8,1.62,34578.72,0,1,Intel Core i5,1024,0,Intel,Windows,165.6321180513006
Lenovo,Notebook,4,2.2,24988.32,0,0,Intel Core i3,1024,0,Intel,Other OS / No OS,141.21199808219862
Lenovo,Notebook,8,2.3,45323.1648,1,0,Intel Core i5,1024,0,Intel,Windows,141.21199808219862
HP,Notebook,8,1.84,71874.72,0,0,Intel Core i5,0,256,AMD,Windows,141.21199808219862
Toshiba,Notebook,4,1.05,68464.8,0,0,Intel Core i5,0,128,Intel,Windows,165.6321180513006
Lenovo,Gaming,8,2.5,54185.76,1,0,Intel Core i5,1024,0,Nvidia,Other OS / No OS,141.21199808219862
Dell,Ultrabook,16,1.29,119347.2,0,1,Intel Core i7,0,512,Intel,Windows,276.053530085501
HP,Notebook,4,2.07,48484.8,0,0,Intel Core i5,500,0,Intel,Windows,141.21199808219862
Toshiba,Ultrabook,8,1.2,58341.6,0,0,Intel Core i5,0,256,Intel,Windows,117.82653006268643
Lenovo,2 in 1 Convertible,8,1.37,103896.0,1,1,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Acer,Notebook,8,1.56,48058.56,1,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Dell,Workstation,8,2.23,94731.84,0,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,4,2.38,56210.4,0,0,Intel Core i5,500,0,Intel,Windows,100.45466986113651
Lenovo,Notebook,4,2.2,25521.12,0,0,Intel Core i3,1024,0,AMD,Other OS / No OS,141.21199808219862
Toshiba,Notebook,8,2.0,73952.64,1,0,Intel Core i7,0,256,Intel,Windows,141.21199808219862
Lenovo,Notebook,4,1.44,39160.8,1,0,Intel Core i3,0,180,Intel,Windows,165.6321180513006
Samsung,Ultrabook,16,1.23,98514.72,0,0,Intel Core i7,0,256,Nvidia,Windows,146.86047800548656
Dell,Ultrabook,8,1.6,90043.2,0,0,Intel Core i7,0,256,Intel,Windows,176.23257360658386
Asus,Notebook,4,2.0,21258.1872,0,0,Other Intel Processor,1024,0,Intel,Other OS / No OS,100.45466986113651
Xiaomi,Ultrabook,8,1.28,49816.8,1,0,Intel Core i5,0,256,Nvidia,Windows,165.6321180513006
Dell,Notebook,4,2.18,48618.0,0,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
HP,Notebook,4,2.04,44701.92,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
HP,2 in 1 Convertible,4,1.28,90576.0,0,1,Intel Core i5,0,256,Intel,Windows,165.6321180513006
HP,2 in 1 Convertible,4,2.3,36486.14399999999,0,1,Intel Core i5,500,0,Intel,Windows,100.45466986113651
Asus,Notebook,4,1.65,18541.44,0,0,Other Intel Processor,0,0,Intel,Windows,111.1413368676404
Lenovo,Notebook,8,2.2,35644.32,1,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
Dell,Notebook,4,2.2,19660.32,0,0,Other Intel Processor,500,0,Intel,Windows,100.45466986113651
HP,2 in 1 Convertible,4,1.28,95850.72,0,1,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Dell,Notebook,4,2.18,24279.696,0,0,Intel Core i3,1024,0,AMD,Other OS / No OS,100.45466986113651
Asus,Gaming,12,2.2,72988.272,0,0,Intel Core i5,1024,128,Nvidia,Windows,127.33567457123111
Acer,Netbook,4,1.25,15824.16,1,0,Other Intel Processor,0,0,Intel,Other OS / No OS,135.0942111925629
Lenovo,Notebook,4,2.8,20193.12,0,0,AMD,500,0,AMD,Windows,106.11306214269258
HP,Notebook,4,1.95,67399.2,0,0,Intel Core i5,0,128,Intel,Windows,157.3505121487356
HP,2 in 1 Convertible,16,1.42,74538.72,0,1,Intel Core i7,0,256,Intel,Windows,276.053530085501
Samsung,Ultrabook,8,1.17,90522.72,0,0,Intel Core i7,0,256,Intel,Windows,146.86047800548656
Lenovo,Ultrabook,8,1.32,95850.72,1,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
MSI,Gaming,16,2.43,141138.72,1,0,Intel Core i7,2048,512,Nvidia,Windows,254.67134914246222
Toshiba,Notebook,8,1.05,78588.0,0,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Dell,Gaming,8,2.62,49497.12,0,0,Intel Core i7,1024,0,Nvidia,Other OS / No OS,141.21199808219862
HP,Notebook,8,2.04,47952.0,0,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
Dell,Notebook,4,2.18,32713.92,0,0,Intel Core i3,1024,0,AMD,Windows,100.45466986113651
Dell,Notebook,8,1.9,49816.8,0,0,Intel Core i5,500,0,Intel,Windows,141.21199808219862
Dell,2 in 1 Convertible,8,1.24,107257.968,0,1,Intel Core i7,0,512,Intel,Windows,276.053530085501
Asus,Gaming,32,3.58,68145.12,1,0,Intel Core i7,0,256,Nvidia,Windows,127.33567457123111
Dell,2 in 1 Convertible,16,1.22,87858.72,0,1,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Lenovo,Ultrabook,8,1.13,109170.72,1,0,Intel Core i7,0,0,Intel,Windows,157.3505121487356
Lenovo,Notebook,8,1.95,104588.1072,1,0,Intel Core i5,0,512,Intel,Windows,141.21199808219862
LG,Ultrabook,16,1.08,111834.72,1,1,Intel Core i7,0,512,Intel,Windows,141.21199808219862
HP,Netbook,8,1.26,79014.23999999999,0,0,Intel Core i7,0,512,Intel,Windows,176.23257360658386
Acer,Notebook,4,2.2,19127.52,1,0,Other Intel Processor,0,0,Intel,Other OS / No OS,141.21199808219862
Lenovo,Notebook,8,2.6,42037.92,1,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
LG,Ultrabook,8,0.98,101178.72,1,1,Intel Core i7,0,512,Intel,Windows,157.3505121487356
Dell,Notebook,8,1.6,64202.4,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
HP,Ultrabook,8,1.09,165168.0,0,1,Other Intel Processor,0,240,Intel,Windows,352.4651472131677
Lenovo,Notebook,6,2.2,42037.92,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
HP,Notebook,8,2.04,54291.78719999999,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Acer,Notebook,4,2.4,26586.72,0,0,Intel Core i3,1024,0,Intel,Windows,141.21199808219862
Lenovo,Notebook,4,1.44,46939.68,0,0,Intel Core i5,0,128,Intel,Windows,165.6321180513006
HP,Notebook,8,1.49,51148.8,0,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
MSI,Gaming,16,2.7,85194.72,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Dell,Gaming,16,2.6,71874.72,0,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
MSI,Gaming,8,2.2,59668.804800000005,0,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
Dell,Notebook,4,2.18,36496.2672,0,0,Intel Core i5,1024,0,AMD,Windows,100.45466986113651
HP,Ultrabook,8,1.84,69103.62719999999,0,0,Intel Core i7,0,256,AMD,Windows,141.21199808219862
HP,Ultrabook,8,1.39,61218.72,0,1,Intel Core i7,0,256,Intel,Windows,276.053530085501
Toshiba,Notebook,16,2.4,105228.0,1,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Lenovo,2 in 1 Convertible,8,1.37,97236.0,1,1,Intel Core i5,0,512,Intel,Windows,165.6321180513006
Dell,Notebook,4,1.95,38889.072,0,0,Intel Core i5,500,0,Intel,Windows,100.45466986113651
Lenovo,Ultrabook,8,1.36,87912.0,1,0,Intel Core i7,0,256,Intel,Windows,176.23257360658386
HP,Notebook,8,2.31,62071.2,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Dell,Notebook,4,2.18,37725.4368,0,0,Intel Core i5,1024,0,Intel,Windows,100.45466986113651
HP,Notebook,4,1.95,61218.72,0,0,Intel Core i5,500,0,Intel,Windows,111.93520355955211
Lenovo,Notebook,4,2.2,16463.52,0,0,Other Intel Processor,1024,0,Intel,Windows,100.45466986113651
HP,Ultrabook,4,1.26,84129.12,0,0,Intel Core i5,500,0,Intel,Windows,176.23257360658386
HP,Notebook,4,1.86,15392.592,0,0,Other Intel Processor,1024,0,Intel,Other OS / No OS,100.45466986113651
Lenovo,2 in 1 Convertible,16,1.3,95850.72,1,1,Intel Core i7,0,1024,Intel,Windows,276.053530085501
Toshiba,Notebook,4,1.47,58874.4,1,0,Intel Core i5,0,128,Intel,Windows,157.3505121487356
HP,Netbook,8,1.26,88924.31999999999,0,0,Intel Core i5,0,256,Intel,Windows,176.23257360658386
Dell,Notebook,4,2.18,29762.208,0,0,Intel Core i3,1024,0,Intel,Windows,100.45466986113651
MSI,Gaming,8,2.2,63882.72,0,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Dell,Ultrabook,8,1.36,87325.92,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Dell,Gaming,16,4.36,146946.24,0,0,Intel Core i7,1024,512,Nvidia,Windows,169.78089942830815
HP,Gaming,8,2.75,74538.72,1,0,Intel Core i5,1024,128,Nvidia,Windows,127.33567457123111
Asus,Notebook,4,2.8,28238.4,0,0,Other Intel Processor,1024,0,Nvidia,Windows,106.11306214269258
Acer,Notebook,4,2.23,32980.32,0,0,Intel Core i5,500,0,Intel,Windows,100.45466986113651
Toshiba,Notebook,8,2.2,59620.32,0,0,Intel Core i5,0,256,Intel,Windows,100.45466986113651
Lenovo,2 in 1 Convertible,8,1.1,69210.72,1,1,Other Intel Processor,0,256,Intel,Windows,194.94753717542463
Lenovo,Gaming,16,2.5,53226.72,1,0,AMD,1024,512,AMD,Windows,141.21199808219862
Dell,Ultrabook,8,1.36,78438.816,0,1,Intel Core i5,0,256,Intel,Windows,176.23257360658386
Lenovo,Notebook,8,2.2,36496.8,0,0,Intel Core i7,1024,0,Nvidia,Other OS / No OS,141.21199808219862
Dell,Notebook,4,2.36,35111.52,0,0,Intel Core i3,1024,0,AMD,Windows,106.11306214269258
Acer,Notebook,4,1.68,18594.72,0,0,Other Intel Processor,0,0,Intel,Other OS / No OS,111.93520355955211
HP,Workstation,8,2.0,119826.72,1,0,Intel Core i7,0,8,Nvidia,Windows,141.21199808219862
Dell,Ultrabook,8,1.36,94572.0,0,0,Intel Core i7,0,256,Intel,Windows,157.3505121487356
Toshiba,Notebook,8,1.2,77788.8,0,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Asus,2 in 1 Convertible,8,1.2,61751.52,0,0,Other Intel Processor,0,0,Intel,Other OS / No OS,176.23257360658386
Lenovo,Ultrabook,8,1.7,79333.3872,1,0,Intel Core i7,0,256,Intel,Windows,157.3505121487356
Dell,Gaming,16,4.36,168045.12,1,0,Intel Core i7,1024,512,Nvidia,Windows,254.67134914246222
Dell,2 in 1 Convertible,8,1.24,101178.72,0,1,Intel Core i5,0,256,Intel,Windows,165.6321180513006
HP,2 in 1 Convertible,4,1.45,41292.0,0,1,Other Intel Processor,0,256,Intel,Windows,135.0942111925629
Dell,Ultrabook,8,1.3,67559.04,0,0,Intel Core i7,0,256,Intel,Windows,276.053530085501
Acer,2 in 1 Convertible,4,1.25,20725.92,1,1,Other Intel Processor,0,0,Intel,Other OS / No OS,135.0942111925629
Toshiba,Notebook,8,1.2,81784.8,0,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Lenovo,Ultrabook,8,1.36,93772.8,1,0,Intel Core i5,0,256,Intel,Windows,176.23257360658386
Acer,Notebook,12,2.4,53759.52,0,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
Toshiba,Ultrabook,8,1.1,95371.2,0,1,Intel Core i7,0,512,Intel,Windows,176.23257360658386
HP,Notebook,8,2.04,45101.52,0,0,Intel Core i5,1024,0,Nvidia,Windows,100.45466986113651
Dell,Notebook,4,2.25,24808.2336,0,0,Intel Core i3,1024,0,AMD,Other OS / No OS,100.45466986113651
Dell,Notebook,4,1.9,43956.0,0,0,Intel Core i5,500,0,Intel,Windows,100.45466986113651
HP,Notebook,4,2.04,36496.8,0,0,Intel Core i3,500,0,Intel,Windows,141.21199808219862
Dell,Gaming,32,4.42,167778.72,1,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Lenovo,Notebook,6,2.4,37029.6,0,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
Dell,2 in 1 Convertible,16,1.22,101178.72,0,1,Intel Core i7,0,512,Intel,Windows,276.053530085501
Dell,Ultrabook,8,1.5,104587.57439999998,0,1,Intel Core i7,0,256,Intel,Windows,209.8006828649808
Dell,Gaming,32,4.42,149184.0,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Toshiba,Notebook,8,1.95,62870.4,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Asus,Gaming,16,2.73,109218.672,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
HP,Notebook,8,2.04,52161.12,1,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,4,1.7,53386.56,0,0,Intel Core i5,0,0,Intel,Windows,111.93520355955211
Asus,2 in 1 Convertible,16,2.3,95850.72,0,1,Intel Core i7,2048,512,Nvidia,Windows,282.42399616439724
HP,Notebook,6,2.04,30849.12,0,0,Intel Core i7,1024,0,Intel,Windows,100.45466986113651
Asus,Gaming,16,2.99,93186.72,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Dell,2 in 1 Convertible,12,2.19,69210.72,1,1,Intel Core i7,0,512,Intel,Windows,141.21199808219862
Toshiba,Notebook,4,1.2,63669.6,0,0,Intel Core i5,0,128,Intel,Windows,165.6321180513006
Lenovo,Notebook,6,2.2,29250.72,0,0,AMD,0,256,AMD,Windows,141.21199808219862
Fujitsu,Notebook,4,2.3,34578.72,0,0,Intel Core i5,0,256,Intel,Windows,100.45466986113651
Toshiba,Notebook,4,1.75,48751.2,0,0,Intel Core i5,500,0,Intel,Windows,111.93520355955211
Dell,Notebook,4,2.25,31914.72,0,0,Intel Core i5,500,0,AMD,Windows,100.45466986113651
HP,Notebook,8,2.04,42943.68,0,0,Intel Core i5,1024,0,Intel,Windows,141.21199808219862
Lenovo,Gaming,8,2.5,63349.92,1,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,2.36,39906.72,0,0,Intel Core i7,1024,0,AMD,Windows,100.45466986113651
Dell,Notebook,8,1.6,59620.32,0,0,Intel Core i5,0,128,Intel,Windows,157.3505121487356
HP,Netbook,8,0.97,101658.24,0,0,Other Intel Processor,0,512,Intel,Windows,176.23257360658386
HP,Notebook,4,2.1,26586.72,0,0,Intel Core i3,1024,128,AMD,Windows,141.21199808219862
Lenovo,Notebook,4,1.9,14418.6336,0,0,Other Intel Processor,0,128,Intel,Other OS / No OS,100.45466986113651
Lenovo,Notebook,8,2.3,71874.72,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Dell,2 in 1 Convertible,8,1.68,47365.92,0,1,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Asus,Notebook,8,1.4,61272.0,0,0,Intel Core i5,0,256,Intel,Windows,276.053530085501
HP,Ultrabook,8,1.11,71874.72,1,1,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Acer,Notebook,4,2.4,20246.4,0,0,Other Intel Processor,500,0,Intel,Windows,100.45466986113651
Asus,Gaming,16,2.5,95850.72,0,0,Intel Core i7,1024,256,Nvidia,Windows,141.21199808219862
HP,Ultrabook,8,1.48,111301.92,0,0,Intel Core i7,0,512,Intel,Windows,157.3505121487356
Acer,Gaming,8,2.7,67132.8,1,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
HP,Notebook,8,1.34,63349.92,1,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Dell,Notebook,4,2.18,29144.16,0,0,Intel Core i3,0,128,Intel,Windows,100.45466986113651
HP,Notebook,4,1.64,41505.12,0,0,Intel Core i5,500,0,Intel,Windows,111.93520355955211
Toshiba,Notebook,4,1.2,63669.6,0,0,Intel Core i5,0,128,Intel,Windows,165.6321180513006
HP,Notebook,4,1.48,58607.46719999999,0,0,Intel Core i5,0,256,Intel,Windows,111.93520355955211
HP,Notebook,4,1.95,64202.4,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
HP,Ultrabook,8,1.43,77202.72,0,0,Intel Core i7,0,256,Intel,Windows,157.3505121487356
HP,Notebook,8,1.64,55904.5728,0,0,Intel Core i5,0,256,Nvidia,Windows,157.3505121487356
HP,Notebook,4,1.64,36443.52,0,0,Intel Core i3,500,0,Intel,Windows,111.93520355955211
